Sector,Sub-Sector,Sub-Group,Scheme Status,Key Client,Project / Programme Name,Project or Programme,No of projects,Project Summary,ONS Region,Asset Ownership,Economically Regulated Asset,Funding Source,Start of Works / Construction (Projected),Date in Service (Projected),Total Capex Cost all funding (£m),Total Capex Cost Publicly Funded (£m),2017/18 (£m),2018/19 (£m),2019/20 (£m),2020/21 (£m), 2021/22 and Beyond (£m),Basis of Costs,Base Year,Data source (including web address),Public Notes, 2017/18 (£m constant), 2018/19 (£m constant), 2019/20 (£m constant), 2020/21 (£m constant), 2021/22 and Beyond (£m constant), 2018/19 to 2020/21 (£m constant), 2018/19 onwards (£m constant), East Midlands 2018/19 to 2020/21 (£m constant), East of England 2018/19 to 2020/21 (£m constant), London 2018/19 to 2020/21 (£m constant), North East 2018/19 to 2020/21 (£m constant), North West 2018/19 to 2020/21 (£m constant), South East 2018/19 to 2020/21 (£m constant), South West 2018/19 to 2020/21 (£m constant), West Midlands 2018/19 to 2020/21 (£m constant), Yorkshire and the Humber 2018/19 to 2020/21 (£m constant)
Energy,Electricity Generation,Wind Onshore,Consents Approved,SNEDDON LAW COMMUNITY WIND COMPANY LIMITED,Sneddon Law Community Wind Farm,Project,1,Sneddon Law Community Wind Farm,Scotland,Private,No,Private,2017,2019, 45.55 , -   , 13.67 , 22.78 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 14.32 , 23.87 , -   , -   , -   , 23.87 , 23.87 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,Consents Approved,The Renewables Infrastructure Group (TRIG),Solwaybank Wind Farm,Project,1,Solwaybank Wind Farm,Scotland,Private,No,Private,2017,2019, 45.55 , -   , 13.67 , 22.78 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 14.32 , 23.87 , -   , -   , -   , 23.87 , 23.87 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,Achlachan Wind Farm LLP,Achlachan Wind Farm,Project,1,Achlachan Wind Farm,Scotland,Private,No,Private,2017,2019, 15.18 , -   , 4.56 , 7.59 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 4.77 , 7.96 , -   , -   , -   , 7.96 , 7.96 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,RWE Innogy UK Limited,Bad a Cheo Wind Farm,Project,1,Bad a Cheo Wind Farm,Scotland,Private,No,Private,2017,2019, 40.47 , -   , 12.14 , 20.23 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 12.72 , 21.21 , -   , -   , -   , 21.21 , 21.21 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,CGNEE,Brenig Wind Farm - Brenig Wind Limited,Project,1,Brenig Wind Farm - Brenig Wind Limited,Wales,Private,No,Private,2017,2019, 57.09 , -   , 19.03 , 19.03 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 19.94 , 19.95 , -   , -   , -   , 19.95 , 19.95 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,RWE Innogy UK Limited,Clocaenog Forest Wind Farm,Project,1,Clocaenog Forest Wind Farm,Wales,Private,No,Private,2018,2019, 145.77 , -   , 72.88 , 72.88 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 76.39 , 76.39 , -   , -   , -   , 76.39 , 76.39 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,RockbySea,Coire Na Cloiche Windfarm,Project,1,Coire Na Cloiche Windfarm,Scotland,Private,No,Private,2017,2019, 45.40 , -   , 22.70 , 13.62 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 23.79 , 14.28 , -   , -   , -   , 14.28 , 14.28 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,Common Barn Wind Farm Ltd,Common Barn Wind Farm,Project,1,Common Barn Wind Farm,East of England,Private,No,Private,2018,2019, 9.34 , -   , 4.67 , 4.67 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 4.89 , 4.89 , -   , -   , -   , 4.89 , 4.89 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,EDF Energy Renewables/ Infinergy,Dorenell Wind Farm,Project,1,Dorenell Wind Farm,Scotland,Private,No,Private,2018,2019, 268.76 , -   , 134.38 , 134.38 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 140.84 , 140.84 , -   , -   , -   , 140.84 , 140.84 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,Banks Renewables,Kype Muir Wind Farm,Project,1,Kype Muir Wind Farm,Scotland,Private,No,Private,2017,2019, 134.23 , -   , 40.27 , 67.11 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 42.21 , 70.34 , -   , -   , -   , 70.34 , 70.34 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,Banks Renewables (Middle Muir Wind Farm) Limited,Middle Muir Wind Farm,Project,1,Middle Muir Wind Farm,Scotland,Private,No,Private,2018,2019, 77.44 , -   , 38.72 , 38.72 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 40.58 , 40.58 , -   , -   , -   , 40.58 , 40.58 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,RWE Innogy UK Limited,Mynydd Y Gwair Wind Farm,Project,1,Mynydd Y Gwair Wind Farm,Wales,Private,No,Private,2017,2019, 49.80 , -   , 14.94 , 24.90 , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 15.66 , 26.10 , -   , -   , -   , 26.10 , 26.10 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,Nanclach Limited,Nanclach Wind Farm,Project,1,Nanclach Wind Farm,Scotland,Private,No,Private,2018,2020, 38.72 , -   , 7.74 , 11.62 , 19.36 , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 8.12 , 12.17 , 20.29 , -   , -   , 32.47 , 32.47 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Energy,Electricity Generation,Wind Onshore,In Construction,TCI Renewables,TCI Renewables,Project,1,TCI Renewables,UK,Private,No,Private,2016,2019, 102.80 , -   , 51.40 , -   , -   , -   , -   ,Constant,2014/15,"Data for electricity generation has been drawn from BEIS, National Grid TEC register, Renewable Energy Planning Database (REPD), Renewable UK Offshore Wind Project Timelines, Developer websites and HM Treasury estimates. ",Cost profiles are based on BEIS' most up to date levelised cost data for each technology and market intelligence on proportion of projects that are constructed. The relative levels of investment between technologies is subject to market forces and therefore figures are indicative of potential investment in each technology and are not a forecast of actual investment, 53.87 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
